index,codeCVM,issuingCompany,companyName,tradingName,cnpj,marketIndicator,typeBDR,dateListing,status,segment,segmentEng,type,market
0,900049,UQMU,1461 INVESTIMENTOS S.A,1461 INVEST,46639922000144,99,,31/12/9999,A,Não Classificados,Not Classified,7,
1,25291,RRRP,3R PETROLEUM ÓLEO E GÁS S.A,3R PETROLEUM,12091809000155,18,,09/11/2020,A,Exploração. Refino e Distribuição,Exploration. Refining and Distribution,1,NM
2,900025,PTGU,3R POTIGUAR S.A,3RPOTIGUAR,44186763000144,99,,31/12/9999,A,Não Classificados,Not Classified,7,
3,908830,TZRD,3Z REALTY DESENVOLVIMENTO IMOBILIARIO S/A,3ZREALTY,8145855000112,1,,31/12/9999,A,Não Classificados,Not Classified,7,
4,16284,QVQP,524 PARTICIPACOES S.A.,524 PARTICIP,1851771000155,7,,11/09/1998,A,Outros,Others,1,MB
5,904110,GRDR,A  GERADORA  ALUGUEL DE MAQUINAS S.A.,GERADORA,33845322000190,1,,31/12/9999,A,Não Classificados,Not Classified,7,
6,901082,BODY,A BODYTECH PARTICIPACOES S.A.,BODYTECH,7737623000190,1,,31/12/9999,A,Não Classificados,Not Classified,7,
7,917521,AACL,A. ANGELONI & CIA LTDA,AANGELONI,83646984000100,99,,31/12/9999,A,Não Classificados,Not Classified,7,
8,910141,ATBC,AB CONCESSOES S.A.,ABCONCESSOES,15019317000147,1,,31/12/9999,A,Não Classificados,Not Classified,7,
9,900043,ABAP,ABA PORTO PARTICIPACOES S/A,ABAPORTO,15255561000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
10,900068,ABPR,ABAPORU PARTICIPACOES S/A,ABAPORU,18546405000195,1,,31/12/9999,A,Não Classificados,Not Classified,7,
11,900063,ABCC,ABC BRASIL COMERCIALIZADORA DE ENERGIA LTDA,ABCBRASIL,29198324000168,99,,31/12/9999,A,Não Classificados,Not Classified,7,
12,900050,ABMX,ABIMEX IMPORTACAO E EXPORTACAO S/A,ABIMEX,7121351000108,1,,31/12/9999,A,Não Classificados,Not Classified,7,
13,50335,ABGD,ABRDN PHYSICAL GOLD SHARES ETF,ABDEN GOLD,0,1,DRE,23/03/2022,A,Não Classificados,Not Classified,4,DRE
14,50327,SIVR,ABRDN PHYSICAL SILVER SHARES ETF,ABDEN SILV,0,1,DRE,23/03/2022,A,Não Classificados,Not Classified,4,DRE
15,909689,ABRL,ABRIL COMUNICACOES S.A.,ABRIL COM,44597052000162,7,,31/12/9999,A,Não Classificados,Not Classified,7,MB
16,900076,ACEC,ACECO TI S/A,ACECOTI,43209436000106,1,,31/12/9999,A,Não Classificados,Not Classified,7,
17,903617,FCEF,ACEF S.A.,ACEF,46722831000178,1,,31/12/9999,A,Não Classificados,Not Classified,7,
18,915298,ACHE,ACHE LABORATORIOS FARMACEUTICOS S.A.,ACHELABORAT,60659463002992,99,,31/12/9999,A,Não Classificados,Not Classified,7,
19,26425,GUSA,AÇO VERDE DO BRASIL S.A.,AÇO VERDE,7636657000199,8,,19/07/2023,A,Não Classificados,Not Classified,1,
20,913996,ACQO,ACQIO HOLDING PARTICIPACOES S.A.,ACQIO HOLDIN,31446280000190,1,,31/12/9999,A,Não Classificados,Not Classified,7,
21,916986,ACPE,AÇU PETROLEO S.A.,ACU PETROLEO,21778678000170,99,,31/12/9999,A,Não Classificados,Not Classified,7,
22,910893,QUAT,AÇUCAREIRA QUATA S.A.,QUATA,60855574000173,99,,31/12/9999,A,Não Classificados,Not Classified,7,
23,900092,ADMA,ADAMI S.A. - MADEIRAS,ADAMI,83054478000121,1,,31/12/9999,A,Não Classificados,Not Classified,7,
24,913574,ADAG,ADECOAGRO VALE DO EVINHEMA S.A.,ADECOAGRO VA,7903169000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
25,917679,ADGE,ADMINISTRADORA GERAL DE ESTACIONAMENTOS S.A,ADM ESTACIO,86862208000135,99,,31/12/9999,A,Não Classificados,Not Classified,7,
26,23396,AEGP,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,AEGEA,8827501000158,8,,09/03/2023,A,Não Classificado,E,1,
27,25283,AERI,AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A,AERIS,12528708000107,18,,09/11/2020,A,Máq. e Equip. Industriais,Machines and Industrial Equipments,1,NM
28,909226,VRCP,AEROPORTOS BRASIL -  VIRACOPOS S.A.,VIRACOPOS,14522178000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
29,917252,AENB,AEROPORTOS DO NORDESTE DO BRASIL S.A.,AEROPORTOSDO,33919741000120,99,,31/12/9999,A,Não Classificados,Not Classified,7,
30,25640,AESB,AES BRASIL ENERGIA S.A.,AES BRASIL,37663076000107,18,,23/03/2021,A,Energia Elétrica,Electric Utilities,1,NM
31,26174,AESO,AES BRASIL OPERAÇÕES S.A.,AESOPERACOES,194724000113,1,,02/12/2021,A,Energia Elétrica,Electric Utilities,1,
32,917471,AEAB,AES CAJUINA AB1 HOLDINGS S.A.,AES CAJUINA,45024644000158,99,,31/12/9999,A,Não Classificados,Not Classified,7,
33,913830,AHBR,AES HOLDINGS BRASIL S.A.,AES HOLD BR,5692190000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
34,915702,TCII,AES Tucano Holding II S.A.,AESTUCHOLDII,34623550000189,1,,31/12/9999,A,Não Classificados,Not Classified,7,
35,913434,AETE,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA,AETEAMAZONIA,6001492000116,1,,31/12/9999,A,Não Classificados,Not Classified,7,
36,22179,AFLT,AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A,AFLUENTE T,10338320000100,1,,24/09/2010,A,Energia Elétrica,Electric Utilities,1,
37,917582,AFYA,AFYA PARTICIPAÇÕES S.A,AFYA PART SA,23399329000172,99,,31/12/9999,A,Não Classificados,Not Classified,7,
38,900012,APRO,AG PROPERTIES LTDA,AGPROPERTIES,47865412000158,99,,31/12/9999,A,Não Classificados,Not Classified,7,
39,917615,AGPT,AG-08 PARTICIPACOES S.A.,AG08PARTICIP,41899757000146,99,,31/12/9999,A,Não Classificados,Not Classified,7,
40,912600,AGAU,AGASUS S.A.,AGASUS S.A.,4212396000191,99,,31/12/9999,A,Não Classificados,Not Classified,7,
41,917561,AGEP,AGE ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,AGE ADMINIST,35674418000169,99,,31/12/9999,A,Não Classificados,Not Classified,7,
42,914655,AGLT,AGEO LESTE S.A,AGEO LESTE S,17233151000192,1,,31/12/9999,A,Não Classificados,Not Classified,7,
43,911115,AGNN,AGEO NORTE TERMINAIS E ARMAZENS GERAIS S/A,AGEO NORTE,4272637000198,99,,31/12/9999,A,Não Classificados,Not Classified,7,
44,900118,AGEO,AGEO TERMINAIS E ARMAZENS GERAIS S/A,AGEO,3798096000173,1,,31/12/9999,A,Não Classificados,Not Classified,7,
45,900167,AGPN,AGIPLAN FINANCEIRA S/A CREDITO FINANCIAMENTO E INV,AGIPLANCFI,13660104000174,1,,31/12/9999,A,Não Classificados,Not Classified,7,
46,916023,NOWS,AGORA SOL. EM TEC. DA INFORMACAO E COMUNICACAO SA,AGORATECNOLO,71923304000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
47,908913,UNLT,AGORACRED S/A SOCIEDADE DE CREDITO FINANCIAMENTO E,AGORACFI,36321990000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
48,914499,AGAL,AGRICOLA ALVORADA LTDA,AGRICOLA ALV,4854422000185,1,,31/12/9999,A,Não Classificados,Not Classified,7,
49,912709,AGTL,AGRO TALENT PARTICIPACOES S/A,AGRO TALENT,27664414000171,1,,31/12/9999,A,Não Classificados,Not Classified,7,
50,916205,AGML,AGROCERES MULTIMIX NUTRICAO ANIMAL LTDA,AGROCERESMUL,28622744000167,99,,21/12/2021,A,Não Classificados,Not Classified,7,
51,25658,AGXY,AGROGALAXY PARTICIPAÇÕES S.A.,AGROGALAXY,21240146000184,18,,23/07/2021,A,Agricultura,Agriculture,1,NM
52,915314,AJOT,AGROPASTORIL JOTABASSO LTDA.,AGROPASTORIL,87700746000196,1,,31/12/9999,A,Não Classificados,Not Classified,7,
53,900134,AGND,AGROVIA DO NORDESTE S.A.,AGROVIA,18510603000107,1,,31/12/9999,A,Não Classificados,Not Classified,7,
54,911875,AULE,AGUA LIMPA ENERGIA S/A,AGUA LIMPA E,7321289000190,99,,31/12/9999,A,Não Classificados,Not Classified,7,
55,916175,AVTE,AGUA VERMELHA TRANSMISSORA DE ENERGIA S.A,AGUAVERMELHA,26855869000101,99,,08/12/2021,A,Não Classificados,Not Classified,7,
56,901421,CABC,AGUAS CUIABA S/A - CONCESSIONARIA DE SERVICOS PUBL,AGUASCUIABA,14995581000153,1,,31/12/9999,A,Não Classificados,Not Classified,7,
57,900084,ACMB,AGUAS DE CAMBORIU SANEAMENTO SPE S.A.,CAMBORIUSPE,23397533000154,1,,31/12/9999,A,Não Classificados,Not Classified,7,
58,900142,AGNT,AGUAS DE NITEROI S.A.,NITEROI,2150336000166,1,,31/12/9999,A,Não Classificados,Not Classified,7,
59,916730,AANF,AGUAS DE NOVA FRIBURGO LTDA.,AGUASNOVAFRI,3119806000191,99,,27/01/2022,A,Não Classificados,Not Classified,7,
60,900324,APNH,AGUAS DE PENHA SANEAMENTO SPE S.A.,PENHASPE,23486042000180,1,,31/12/9999,A,Não Classificados,Not Classified,7,
61,900175,AGSF,AGUAS DE SAO FRANCISCO DO SUL SPE S.A.,AGUASSAOFRAN,21180700000185,1,,31/12/9999,A,Não Classificados,Not Classified,7,
62,900480,AUSP,AGUAS DE SINOP S A,SINOP,20930953000166,1,,31/12/9999,A,Não Classificados,Not Classified,7,
63,25615,GSTS,AGUAS DE TERESINA SANEAMENTO  SPE  S.A.,AGUASTERESIN,27157474000106,8,,01/03/2023,A,Não Classificados,Not Classified,1,
64,900183,AGTS,AGUAS DE TIMON SANEAMENTO S.A.,TIMONSAN,21716748000165,1,,31/12/9999,A,Não Classificados,Not Classified,7,
65,916722,AAIP,AGUAS DO IMPERADOR S.A.,AGUASIMPERAD,2150327000175,99,,27/01/2022,A,Não Classificados,Not Classified,7,
66,900159,AGPB,AGUAS DO PARAIBA S/A,AGUASPARAIBA,1280003000199,1,,31/12/9999,A,Não Classificados,Not Classified,7,
67,26735,RISP,ÁGUAS DO RIO 1 SPE S.A.,ÁGUAS RIO 1,42310775000103,8,,30/06/2023,A,Não Classificados,Not Classified,1,
68,26743,RIS4,ÁGUAS DO RIO 4 SPE S.A.,AGUAS RIO 4,42644220000106,8,,30/06/2023,A,Não Classificados,Not Classified,1,
69,917520,ASER,ÁGUAS DO SERTÃO S.A.,ÁGUASDOSER,45456117000112,99,,31/12/9999,A,Não Classificados,Not Classified,7,
70,23442,GRRB,AGUAS GUARIROBA  S/A,GUARIROBA,4089570000150,8,,01/03/2023,A,Não Classificados,Not Classified,1,
71,917498,ABPS,ÁGUIA BRANCA PARTICIPAÇÕES S.A.,ÁGUIABRANCA,31469364000149,99,,31/12/9999,A,Não Classificados,Not Classified,7,
72,914671,AK24,AK 24 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,AK 24 EMPREE,13149157000125,1,,31/12/9999,A,Não Classificados,Not Classified,7,
73,916846,ACEN,ALBIOMA CODORA ENERGIA S.A.,ALBIOMAENERG,7966116000129,99,,31/12/9999,A,Não Classificados,Not Classified,7,
74,917502,ASOL,ALBIOMA SOLAR BRASIL LTDA,ALBIOMASOLA,46731060000185,99,,31/12/9999,A,Não Classificados,Not Classified,7,
75,913764,ABFR,ALCOESTE BIOENERGIA FERNANDÓPOLIS S.A.,ALCOESTE,43545284000104,1,,31/12/9999,A,Não Classificados,Not Classified,7,
76,917179,ACEL,ALDO COMPONENTES ELETRONICOS S/A,ALDOCOMPONEN,81106957000119,99,,31/12/9999,A,Não Classificados,Not Classified,7,
77,900209,ALES,ALESAT COMBUSTIVEIS  S/A,ALESAT,23314594000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
78,916130,ALEX,ALEX ENERGIA PARTICIPACOES S.A.,ALEXENERGIAP,31908068000105,1,,31/12/9999,A,Não Classificados,Not Classified,7,
79,9954,RPAD,ALFA HOLDINGS S.A.,ALFA HOLDING,17167396000169,1,,05/11/1970,A,Bancos,Banks,1,
80,900217,ALGC,ALGAR TECNOLOGIA E CONSULTORIA  S.A.,ALGAR,21246699000144,1,,31/12/9999,A,Não Classificados,Not Classified,7,
81,21032,ALGT,ALGAR TELECOM S/A,ALGAR TELEC,71208516000174,1,,27/07/2007,A,Telecomunicações,Telecommunications,1,
82,904102,GRCT,ALGAR TI CONSULTORIA S.A,ALGARTI,5510654000189,1,,31/12/9999,A,Não Classificados,Not Classified,7,
83,900225,ALGE,ALIANCA GERACAO DE ENERGIA S.A.,ALIANCA,12009135000105,1,,31/12/9999,A,Não Classificados,Not Classified,7,
84,910992,ATGP,ALIANCA TRANSPORTADORA DE GAS PARTICIPACOES S.A,ALIANCATRANS,28760485000130,1,,31/12/9999,A,Não Classificados,Not Classified,7,
85,22357,ALSO,ALIANSCE SONAE SHOPPING CENTERS S.A.,ALIANSCSONAE,5878397000132,18,,01/02/2011,A,Exploração de Imóveis,Real Estate,1,NM
86,917569,ASEO,ALISEO EMPREENDIMENTOS E PARTICIPACOES S.A.,ALISEO PART,46155662000131,99,,31/12/9999,A,Não Classificados,Not Classified,7,
87,24058,AALR,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,ALLIAR,42771949000135,18,,26/10/2016,A,Serv.Méd.Hospit..Análises e Diagnósticos,Med Hosp Serv. Anal and Diagnostics,1,NM
88,25330,ALLD,ALLIED TECNOLOGIA S.A.,ALLIED,20247322000147,18,,24/03/2021,A,Eletrodomésticos,Electronics and Household Appliance,1,NM
89,914200,ALAP,ALLONDA AMBIENTAL PARTICIPAÇÕES S.A.,ALLONDA AMBI,17718542000105,1,,31/12/9999,A,Não Classificados,Not Classified,7,
90,917362,AASN,ALLONDA AMBIENTAL SANEAMENTO S.A.,ALLONDAAMBIE,17894611000123,99,,31/12/9999,A,Não Classificados,Not Classified,7,
91,24953,ALPK,ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ESTAPAR,60537263000166,18,,13/05/2020,A,Serviços Diversos,Diversified Services,1,NM
92,80225,EXCO,ALMACENES EXITO S.A.,EXITO,23041875000137,14,DR2,04/04/2023,A,Alimentos,Food Retailers,2,DR2
93,900241,ALMJ,ALMEIDA JUNIOR SHOPPING CENTERS S.A.,ALMEIDA,82120676000183,1,,31/12/9999,A,Não Classificados,Not Classified,7,
94,10456,ALPA,ALPARGATAS S.A.,ALPARGATAS,61079117000105,16,,11/04/1913,A,Calçados,Footwear,1,N1
95,22217,APER,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,ALPER S.A.,11721921000160,18,,28/10/2010,A,Corretoras de Seguros e Resseguros,Insurance and Reinsurance Brokers,1,NM
96,25275,AVLL,ALPHAVILLE S.A.,ALPHAVILLE,16811931000100,18,,10/12/2020,A,Incorporações,Real Estate,1,NM
97,900472,AUSA,ALPHAVILLE URBANISMO S/A.,ALPHAVILLE U,446918000169,1,,31/12/9999,A,Não Classificados,Not Classified,7,
98,911123,ALSR,ALSOL ENERGIAS RENOVAVEIS S.A.,ALSOL,15483161000150,99,,31/12/9999,A,Não Classificados,Not Classified,7,
99,18066,ALTR,ALTERE SECURITIZADORA S.A.,ALTERE SEC,2783423000150,1,,10/12/1998,A,Securitizadoras de Recebíveis,Asset-backed Securitization,1,
100,916978,ALTF,ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA,ALTHAIA SA,48344725000719,99,,31/12/9999,A,Não Classificados,Not Classified,7,
101,900266,ALUB,ALUBAM PARTICIPACOES S/A,ALUBAM,14327122000100,1,,31/12/9999,A,Não Classificados,Not Classified,7,
102,917461,ALMC,ALUBAR METAIS E CABOS S.A.,ALUBARMETAIS,8262121000113,99,,31/12/9999,A,Não Classificados,Not Classified,7,
103,521019,ALMZ,ALUMAZON COMPONENTES DA AMAZONIA S.A.,ALUMAZON,4955456000166,99,,02/12/2019,A,Não Classificados,Not Classified,6,
104,21490,ALUP,ALUPAR INVESTIMENTO S/A,ALUPAR,8364948000138,17,,02/04/2013,A,Energia Elétrica,Electric Utilities,1,N2
105,900274,ALUS,ALUSA ENGENHARIA S.A.,ALUSAENG,58580465000149,1,,31/12/9999,A,Não Classificados,Not Classified,7,
106,900282,AMPS,AMAM PARTICIPACOES SPE S.A.,AMAM,19165656000192,1,,31/12/9999,A,Não Classificados,Not Classified,7,
107,900035,AATA,AMATA  S.A.,AMATA,7909776000178,1,,31/12/9999,A,Não Classificados,Not Classified,7,
108,913301,AMTG,AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA S.A.,AM GER TRANS,17957780000165,1,,31/12/9999,A,Não Classificados,Not Classified,7,
109,916862,AMSC,AMAZONIA SOLAR SEC. DE CREDITOS FINANCEIROS,AMAZONIA SOL,43102521000162,99,,31/12/9999,A,Não Classificados,Not Classified,7,
110,912170,AMBA,AMBAR ENERGIA LTDA,AMBARENERGIA,1645009000384,99,,31/12/9999,A,Não Classificados,Not Classified,7,
111,915983,ARUG,Ambar Uruguaiana Energia S.A.,AMBARURUGUAI,1600202000137,1,,31/12/9999,A,Não Classificados,Not Classified,7,
112,23264,ABEV,AMBEV S.A.,AMBEV S/A,7526557000100,1,,31/10/2013,A,Cervejas e Refrigerantes,Beer and Soft Drinks,1,
113,900040,AMTL,AMBIENTAL LIMPEZA URBANA E SANEAMENTO LTDA,AMB LIMPEZA,3094629000136,99,,31/12/9999,A,Não Classificados,Not Classified,7,
114,914663,AMMS,AMBIENTAL MS PANTANAL SPE S.A,AMBIENTAL MS,40074069000184,1,,31/12/9999,A,Não Classificados,Not Classified,7,
115,916338,ABPA,AMBIENTAL PARTICIPACOES S.A.,AMBIENTALPAR,38138329000196,99,,22/12/2021,A,Não Classificados,Not Classified,7,
116,24961,AMBP,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBIPAR,12648266000124,18,,02/07/2020,A,Água e Saneamento,Water Utilities,1,NM
117,914077,ANET,AMERICA NET S.A.,AMERICA NET,1778972000174,99,,31/12/9999,A,Não Classificados,Not Classified,7,
118,917658,ATBR,AMERICAN TOWER DO BRASIL - CESSAO DE INFRAESTRUTUR,AMER TOWER,4052108000189,99,,31/12/9999,A,Não Classificados,Not Classified,7,
119,20990,AMER,AMERICANAS S.A,AMERICANAS,776574000156,18,,26/07/2007,A,Produtos Diversos,Diversified Retailers,1,NM
120,3050,CBEE,AMPLA ENERGIA E SERVICOS S.A.,AMPLA ENERG,33050071000158,1,,06/03/1969,A,Energia Elétrica,Electric Utilities,1,
121,914051,ANDA,ANDALI AS,ANDALIAS,2227264000108,1,,31/12/9999,A,Não Classificados,Not Classified,7,
122,900316,ANDH,ANDORINHA ENERGIAS RENOVAVEIS S/A,ANDORINHA,17613512000126,1,,31/12/9999,A,Não Classificados,Not Classified,7,
123,912535,CANT,ANDRADE GUTIERREZ PARTICIPACOES S.A.,AGPART,4031960000170,1,,29/10/2001,A,Holdings Diversificadas,Holdings - Diversified,7,
124,900191,AGUT,ANDRADE GUTIERREZ S/A,AGUTIERREZ,17262197000130,1,,31/12/9999,A,Não Classificados,Not Classified,7,
125,915108,ANEM,ANEMUS WIND HOLDING S.A.,ANEMUS WIND,38482780000126,1,,31/12/9999,A,Não Classificados,Not Classified,7,
126,917517,AGEM,ANGULO45 EMPREENDIMENTOS S.A,ANGULO45 EMP,39435090000189,99,,31/12/9999,A,Não Classificados,Not Classified,7,
127,23248,ANIM,ANIMA HOLDING S.A.,ANIMA,9288252000132,18,,24/10/2013,A,Serviços Educacionais,Education Services,1,NM
128,917522,AOVS,AOVS SISTEMAS DE INFORMÁTICA S.A.,AOVSSISTEMA,5555382000133,99,,31/12/9999,A,Não Classificados,Not Classified,7,
129,909697,ACES,APERAM INOX AMERICA DO SUL S.A.,APERAM,33390170000189,1,,31/12/9999,A,Siderurgia,Steel,7,
130,914531,APOL,APOLLO 17 PARTICIPACOES S.A,APOLLO 17,37606330000135,1,,31/12/9999,A,Não Classificados,Not Classified,7,
131,914325,ASPF,APSEN FARMACEUTICA S.A.,APSEN FARMA,62462015000129,1,,31/12/9999,A,Não Classificados,Not Classified,7,
132,917507,AFOZ,AQUA-FOZ AQUÁRIO DE FOZ DO IGUAÇU S.A.,AQUAFOZAQU,42651953000160,99,,31/12/9999,A,Não Classificados,Not Classified,7,
133,900027,AARJ,AQUA-RIO AQUARIO MARINHO DO RIO DE JANEIRO S/A,AQUARIO,19624745000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
134,900357,ARSN,ARAUCARIA SANEAMENTO S/A,ARAUCARIA,12049167000126,1,,31/12/9999,A,Não Classificados,Not Classified,7,
135,915967,INSU,Arco Insuretech S.A.,ARCOINSURETE,43751004000114,1,,31/12/9999,A,Não Classificados,Not Classified,7,
136,912063,ARSP,ARCOS SANEAMENTO E PARTICIPACOES LTDA,ARCOS SANEAM,29291541000106,99,,31/12/9999,A,Não Classificados,Not Classified,7,
137,910448,ARCV,ARCOVERDE TRANSMISSÃO DE ENERGIA S.A.,ARCOVERDE,28008887000183,1,,31/12/9999,A,Não Classificados,Not Classified,7,
138,911883,AREG,AREIA ENERGIA S/A,AREIAENERGIA,7321320000192,99,,31/12/9999,A,Não Classificados,Not Classified,7,
139,914473,ARPR,ARES 2 PARTICIPAÇÕES S.A.,ARES 2 PARTI,27317154000168,99,,31/12/9999,A,Não Classificados,Not Classified,7,
140,914085,ARON,ARES ONE PARTICIPACOES S.A.,ARES ONE PAR,38350319000110,99,,31/12/9999,A,Não Classificados,Not Classified,7,
141,22349,ARZZ,AREZZO INDÚSTRIA E COMÉRCIO S.A.,AREZZO CO,16590234000176,18,,31/01/2011,A,Tecidos. Vestuário e Calçados,Apparel. Fabric and Footwear,1,NM
142,917580,AGBP,ARGEB ENERGIA EMPREENDIMENTOS E PARTICIPACOES S.A.,ARGEB,47680198000165,99,,31/12/9999,A,Não Classificados,Not Classified,7,
143,24120,AEEP,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,ARGO ENERGIA,24624551000194,8,,17/03/2023,A,Não Classificado,E,1,
144,24210,TRGO,ARGO TRANSMISSAO DE ENERGIA S.A.,ARGO,24624490000165,8,,01/03/2023,A,Não Classificado,E,1,
145,917654,ARKL,ARKLOK  EQUIPAMENTOS DE INFORMÁTICA S.A,ARKLOK,10489713000114,99,,31/12/9999,A,Não Classificados,Not Classified,7,
146,26069,ARML,ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ARMAC,242184000104,18,,26/07/2021,A,Máq. e Equip. Industriais,Machines and Industrial Equipments,1,NM
147,900308,AMTE,ARMAZEM MATEUS S.A.,ARMAZEMMATEU,23439441001323,1,,31/12/9999,A,Não Classificados,Not Classified,7,
148,900332,ARMB,ARMCO DO BRASIL S.A.,ARMCO,71586952000187,1,,31/12/9999,A,Não Classificados,Not Classified,7,
149,900340,ARQU,ARTECOLA QUIMICA S.A.,ARTECOLA,44699346000103,1,,31/12/9999,A,Não Classificados,Not Classified,7,
150,911966,ARTP,ARTEON Z TRANSMISSAO E PARTICIPACOES S/A,ARTEON Z S/A,32711933000183,99,,31/12/9999,A,Não Classificados,Not Classified,7,
151,19771,ARTR,ARTERIS S.A.,ARTERIS,2919555000167,8,,01/03/2023,A,Exploração de Rodovias,Toll Roads and Highways,1,
152,910489,CPNB,ARTHUR LUNDGREN TECIDOS S.A. - CASAS PERNAMBUCANAS,ARTHURLUNDG,61099834000190,99,,31/12/9999,A,Não Classificados,Not Classified,7,
153,915132,ASAB,ASA BRANCA HOLDING S.A.,ASABRANCAH,9359927000197,1,,31/12/9999,A,Não Classificados,Not Classified,7,
154,911693,ASIC,ASA INDUSTRIA E COMERCIO LTDA,ASA,1551272000142,99,,31/12/9999,A,Não Classificados,Not Classified,7,
155,913962,ASCS,ASCENSUS GESTÃO E PARTICIPACOES S.A,ASCENSUS GES,12561807000182,1,,31/12/9999,A,Não Classificados,Not Classified,7,
156,917464,ASCV,ASCENSUS TV PAR SPE S.A.,ASCENSUS TV,44121917000110,99,,31/12/9999,A,Não Classificados,Not Classified,7,
157,900365,ASCY,ASCENTY DATA CENTERS E TELECOMUNICACOES S/A,ASCENTYSA,13743550000142,99,,31/12/9999,A,Não Classificados,Not Classified,7,
158,916585,AISA,ASTER INVESTIMENTOS S.A.,ASTER INVEST,42113253000111,99,,06/01/2022,A,Não Classificados,Not Classified,7,
159,916320,ASTP,ASTIC IE PARTICIPACOES S.A.,ASTICIEPARTI,33824575000188,99,,22/12/2021,A,Não Classificados,Not Classified,7,
160,900038,AERE,ASTURIAS ENERGIA RENOVAVEL S.A. ,ASTURIAS,47239287000170,99,,31/12/9999,A,Não Classificados,Not Classified,7,
161,24171,CRFB,ATACADÃO S.A.,CARREFOUR BR,75315333000109,18,,18/07/2017,A,Alimentos,Food Retailers,1,NM
162,914028,ATKJ,ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A.,ATAKAREJO DI,73849952000158,99,,31/12/9999,A,Não Classificados,Not Classified,7,
163,912584,LNDV,ATE V - LONDRINA TRANSMISSORA DE ENERGIA S/A,ATE V LONDRI,8232879000109,1,,31/12/9999,A,Não Classificados,Not Classified,7,
164,912592,CNVI,ATE VI - CAMPOS NOVOS TRANSMISSORA DE ENERGIA S/A,ATE VI CAMPO,8635011000150,1,,31/12/9999,A,Não Classificados,Not Classified,7,
165,912675,FVII,ATE VII FOZ DO IGUACU TRANSMISSORA DE ENERGIA S/A,ATE VII FOZ,8806925000136,1,,31/12/9999,A,Não Classificados,Not Classified,7,
166,912493,ATEV,ATE VIII TRANSMISSORA DE ENERGIA S/A,ATE VIII TRA,10515756000127,1,,31/12/9999,A,Não Classificados,Not Classified,7,
167,900399,ATEM,ATEMS DISTRIBUIDORA DE PETROLEO S/A,ATEMS,3987364000103,1,,31/12/9999,A,Não Classificados,Not Classified,7,
168,900381,ATEB,ATENTO BRASIL S.A.,ATENTOBRASIL,2879250000179,1,,31/12/9999,A,Não Classificados,Not Classified,7,
169,917237,AENE,ATHON ENERGIA S/A,ATHONENERGIA,27512695000147,99,,31/12/9999,A,Não Classificados,Not Classified,7,
170,900041,ATII,ATHON GERAÇÃO DISTRIBUÍDA II S.A. ,ATHONII,38213667000145,99,,31/12/9999,A,Não Classificados,Not Classified,7,
171,916478,AHGD,ATHON GERAÇÃO DISTRIBUÍDA S.A.,ATHONGERACAO,30997588000160,99,,06/01/2022,A,Não Classificados,Not Classified,7,
172,900373,ATDC,ATIVAS DATA CENTER S.A.,ATIVAS,10587932000136,1,,31/12/9999,A,Não Classificados,Not Classified,7,
173,900431,ATVO,ATIVOS S/A SECURITIZADORA DE CREDITOS FINANCEIROS,ATIVOS,5437257000129,1,,31/12/9999,A,Não Classificados,Not Classified,7,
174,900407,ATLE,ATLANTIC ENERGIAS RENOVAVEIS S/A,ATLANTIC,11489312000127,1,,31/12/9999,A,Não Classificados,Not Classified,7,
175,19100,ATMP,ATMA PARTICIPAÇÕES S.A.,ATMASA,4032433000180,1,,11/05/2005,A,Serviços Diversos,Diversified Services,1,
176,15423,ATOM,ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,ATOMPAR,359742000108,1,,28/02/1996,A,Outros,Others,1,
177,900423,ATRM,ATRIUM EMPREENDIMENTOS IMOBILIARIOS S/A,ATRIUMEMP,2766836000127,1,,31/12/9999,A,Não Classificados,Not Classified,7,
